artist,album,0,ignored tags,image,listeners,mbid,playcount,release-date,tags,url,MA_score,MA_artist,MA_album
Ensiferum,Unsung Heroes,,['2012'],"[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/bb46b4880ce4404ea895a6baafe2d11d.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/bb46b4880ce4404ea895a6baafe2d11d.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/bb46b4880ce4404ea895a6baafe2d11d.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/bb46b4880ce4404ea895a6baafe2d11d.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/bb46b4880ce4404ea895a6baafe2d11d.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/bb46b4880ce4404ea895a6baafe2d11d.png', 'size': ''}]",51764,0f9fdeb0-31a8-414b-90b4-65bd29271b98,1299030,2012-08-24,"['folk metal', 'melodic death metal', 'viking metal', 'pagan metal']",https://www.last.fm/music/Ensiferum/Unsung+Heroes,10.39,Ensiferum,Unsung Heroes
Motörhead,Ace of Spades,,"['hard rock', 'albums i own', 'metal', '1980']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/648d206ff85e4c7a8d72d9cc2a4d8b48.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/648d206ff85e4c7a8d72d9cc2a4d8b48.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/648d206ff85e4c7a8d72d9cc2a4d8b48.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/648d206ff85e4c7a8d72d9cc2a4d8b48.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/648d206ff85e4c7a8d72d9cc2a4d8b48.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/648d206ff85e4c7a8d72d9cc2a4d8b48.png', 'size': ''}]",517236,c2bf2166-b17f-32d9-b853-1e53b9af9f67,7168799,1980-11-08,['heavy metal'],https://www.last.fm/music/Mot%C3%B6rhead/Ace+of+Spades,11.87,Motörhead,Ace of Spades
Kalmah,The Black Waltz,,"['best of 2006', 'awesome']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/35e648681217b3794e48adab79d23585.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/35e648681217b3794e48adab79d23585.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/35e648681217b3794e48adab79d23585.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/35e648681217b3794e48adab79d23585.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/35e648681217b3794e48adab79d23585.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/35e648681217b3794e48adab79d23585.png', 'size': ''}]",51718,8704db88-af22-448d-8090-5a9fd329686b,1738961,2006-02-22,"['melodic death metal', 'death metal', 'heavy metal']",https://www.last.fm/music/Kalmah/The+Black+Waltz,9.739999999999998,Kalmah,The Black Waltz
Autopsy,Severed Survival,,"['old school death metal', '1989', 'albums i own', 'metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/1e3f6ca973e84281c2b53e375ca768a1.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/1e3f6ca973e84281c2b53e375ca768a1.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/1e3f6ca973e84281c2b53e375ca768a1.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/1e3f6ca973e84281c2b53e375ca768a1.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/1e3f6ca973e84281c2b53e375ca768a1.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/1e3f6ca973e84281c2b53e375ca768a1.png', 'size': ''}]",51704,8b5f41fb-04cb-4e76-8854-8ef9bf8eb1b6,1101737,1989-05,['death metal'],https://www.last.fm/music/Autopsy/Severed+Survival,14.61,Autopsy,Severed Survival
Wintersun,Time I,,"['progressive blackened homoerotic weeaboo metal', 'leather daddy rape soundtrack', 'misanthropic gay romance nostalgia metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/5354a7981f1c48e3bbee46682576644d.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/5354a7981f1c48e3bbee46682576644d.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/5354a7981f1c48e3bbee46682576644d.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/5354a7981f1c48e3bbee46682576644d.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/5354a7981f1c48e3bbee46682576644d.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/5354a7981f1c48e3bbee46682576644d.png', 'size': ''}]",51675,604eb43a-153c-4b63-92e6-ae59eca19505,1832673,2012-10-19,"['melodic death metal', 'symphonic metal']",https://www.last.fm/music/Wintersun/Time+I,25.77,Wintersun,Time I
Darkthrone,The Cult Is Alive,,"['black n roll', 'albums i own']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/bb382568bba84dddbd3c57dacd2bac62.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/bb382568bba84dddbd3c57dacd2bac62.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/bb382568bba84dddbd3c57dacd2bac62.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/bb382568bba84dddbd3c57dacd2bac62.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/bb382568bba84dddbd3c57dacd2bac62.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/bb382568bba84dddbd3c57dacd2bac62.png', 'size': ''}]",51639,c3d9c6c2-b1aa-4443-a8da-e637c376015b,1043790,2006-02-27,"['black metal', 'crust punk', 'crust']",https://www.last.fm/music/Darkthrone/The+Cult+Is+Alive,14.64,Darkthrone,The Cult Is Alive
Mithras,Worlds Beyond the Veil,,"['2003', 'metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/a2d726d5a5624965b46536e10131a9ed.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/a2d726d5a5624965b46536e10131a9ed.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/a2d726d5a5624965b46536e10131a9ed.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/a2d726d5a5624965b46536e10131a9ed.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/a2d726d5a5624965b46536e10131a9ed.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/a2d726d5a5624965b46536e10131a9ed.png', 'size': ''}]",5121,7f473103-78df-4ceb-aada-3f6a601a6a39,128283,2003-09-29,"['death metal', 'technical death metal', 'progressive death metal']",https://www.last.fm/music/Mithras/Worlds+Beyond+the+Veil,9.14,Mithras,Worlds Beyond the Veil
Summoning,Stronghold,,"['epic black metal', '1999', 'albums i own']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/cc846d97c6544158c1592cae9a2fedc8.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/cc846d97c6544158c1592cae9a2fedc8.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/cc846d97c6544158c1592cae9a2fedc8.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/cc846d97c6544158c1592cae9a2fedc8.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/cc846d97c6544158c1592cae9a2fedc8.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/cc846d97c6544158c1592cae9a2fedc8.png', 'size': ''}]",51114,228f0a8f-01a2-3d80-a04c-f19848360e0b,2001237,1999-05-11,"['atmospheric black metal', 'black metal']",https://www.last.fm/music/Summoning/Stronghold,10.86,Summoning,Stronghold
Rotting Christ,Theogonia,,"['melodic black metal', 'greek', 'dark metal', 'metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/e9f1a6b1de1b42b4a881c950fdf94420.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/e9f1a6b1de1b42b4a881c950fdf94420.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/e9f1a6b1de1b42b4a881c950fdf94420.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/e9f1a6b1de1b42b4a881c950fdf94420.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/e9f1a6b1de1b42b4a881c950fdf94420.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/e9f1a6b1de1b42b4a881c950fdf94420.png', 'size': ''}]",50572,217b4448-9bbd-3c5b-948d-8f131524d72d,1413275,2007-01-22,['black metal'],https://www.last.fm/music/Rotting+Christ/Theogonia,11.35,Rotting Christ,Theogonia
Drudkh,Autumn Aurora,,"['2004', 'atmospheric', 'albums i own']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/1e2bcf08e6a54866c85b522d2c4e548a.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/1e2bcf08e6a54866c85b522d2c4e548a.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/1e2bcf08e6a54866c85b522d2c4e548a.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/1e2bcf08e6a54866c85b522d2c4e548a.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/1e2bcf08e6a54866c85b522d2c4e548a.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/1e2bcf08e6a54866c85b522d2c4e548a.png', 'size': ''}]",50221,3d0bbe09-4ee7-4d54-a9aa-3acbad6b453d,1170154,2004-11-28,"['black metal', 'atmospheric black metal']",https://www.last.fm/music/Drudkh/Autumn+Aurora,18.55,Drudkh,Autumn Aurora
Annihilator,"Never, Neverland",,"['albums i own', 'metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/734eeffe95984f8dbe502c6e2cc0046d.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/734eeffe95984f8dbe502c6e2cc0046d.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/734eeffe95984f8dbe502c6e2cc0046d.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/734eeffe95984f8dbe502c6e2cc0046d.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/734eeffe95984f8dbe502c6e2cc0046d.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/734eeffe95984f8dbe502c6e2cc0046d.png', 'size': ''}]",50199,5df70468-d2f6-450f-b6db-437c4cc81447,1083073,1991,"['thrash metal', 'speed metal', 'heavy metal']","https://www.last.fm/music/Annihilator/Never,+Neverland",17.14,Annihilator,"Never, Neverland"
Carcass,Surgical Steel,,"['2013', 'best of 2013']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/8dc6e3d38182c5446b6a04362312c27c.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/8dc6e3d38182c5446b6a04362312c27c.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/8dc6e3d38182c5446b6a04362312c27c.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/8dc6e3d38182c5446b6a04362312c27c.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/8dc6e3d38182c5446b6a04362312c27c.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/8dc6e3d38182c5446b6a04362312c27c.png', 'size': ''}]",50194,05762b6e-a65e-439e-a7a1-a5a66f4a8bd3,1636788,2013-09-04,"['death metal', 'melodic death metal', 'thrash metal']",https://www.last.fm/music/Carcass/Surgical+Steel,18.7,Carcass,Surgical Steel
Sunn O))),Monoliths & Dimensions,,"['drone', '2009', 'drone doom', 'dark ambient', 'experimental']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/867425b4ce714423c4c0590e71176ab8.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/867425b4ce714423c4c0590e71176ab8.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/867425b4ce714423c4c0590e71176ab8.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/867425b4ce714423c4c0590e71176ab8.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/867425b4ce714423c4c0590e71176ab8.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/867425b4ce714423c4c0590e71176ab8.png', 'size': ''}]",50187,50f53ceb-8e3c-3508-8c4e-80479bf93040,573538,2009-05-18,[],https://www.last.fm/music/Sunn+O)))/Monoliths+&+Dimensions,12.19,Sunn O))),Monoliths & Dimensions
Fleshgod Apocalypse,Agony,,['2011'],"[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/5696a3c7df654b5bbde2282036696db8.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/5696a3c7df654b5bbde2282036696db8.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/5696a3c7df654b5bbde2282036696db8.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/5696a3c7df654b5bbde2282036696db8.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/5696a3c7df654b5bbde2282036696db8.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/5696a3c7df654b5bbde2282036696db8.png', 'size': ''}]",50131,5eacd540-3a94-4a00-8d15-e48807c42b64,1725533,2011-08-09,"['technical death metal', 'death metal', 'symphonic death metal', 'symphonic metal']",https://www.last.fm/music/Fleshgod+Apocalypse/Agony,18.450000000000003,Fleshgod Apocalypse,Agony
Faith No More,Angel Dust,,"['albums i own', 'alternative rock', 'rock', '1992']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/f9a158a88c169bb31fea3b83f3704d1c.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/f9a158a88c169bb31fea3b83f3704d1c.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/f9a158a88c169bb31fea3b83f3704d1c.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/f9a158a88c169bb31fea3b83f3704d1c.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/f9a158a88c169bb31fea3b83f3704d1c.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/f9a158a88c169bb31fea3b83f3704d1c.png', 'size': ''}]",501063,9a25698c-bf29-3297-a05f-80f68c736e14,9299817,1992-06-08,['alternative metal'],https://www.last.fm/music/Faith+No+More/Angel+Dust,12.68,Faith No More,Angel Dust
Iced Earth,Dystopia,,"['2011', 'metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/505ac8bee6134ba7b5eeb5a9a519ea0a.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/505ac8bee6134ba7b5eeb5a9a519ea0a.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/505ac8bee6134ba7b5eeb5a9a519ea0a.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/505ac8bee6134ba7b5eeb5a9a519ea0a.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/505ac8bee6134ba7b5eeb5a9a519ea0a.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/505ac8bee6134ba7b5eeb5a9a519ea0a.png', 'size': ''}]",50099,7f25344f-f18f-44ad-8764-e366eb09b776,1246235,2011-10-17,"['power metal', 'heavy metal', 'thrash metal']",https://www.last.fm/music/Iced+Earth/Dystopia,12.94,Iced Earth,Dystopia
Lamb of God,Sacrament,,"['groove metal', 'albums i own', 'metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/fbbf932b1f9e4ee7b25a0b9b412e5537.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/fbbf932b1f9e4ee7b25a0b9b412e5537.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/fbbf932b1f9e4ee7b25a0b9b412e5537.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/fbbf932b1f9e4ee7b25a0b9b412e5537.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/fbbf932b1f9e4ee7b25a0b9b412e5537.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/fbbf932b1f9e4ee7b25a0b9b412e5537.png', 'size': ''}]",500124,1b9f51cf-3b45-303b-9983-f9c43870b6bb,9876668,2006-08-22,"['metalcore', 'thrash metal']",https://www.last.fm/music/Lamb+of+God/Sacrament,9.34,Lamb of God,Sacrament
In Flames,Come Clarity,,"['albums i own', 'metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/d95cfc0586764dd98bc6d4c80f3385f3.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/d95cfc0586764dd98bc6d4c80f3385f3.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/d95cfc0586764dd98bc6d4c80f3385f3.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/d95cfc0586764dd98bc6d4c80f3385f3.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/d95cfc0586764dd98bc6d4c80f3385f3.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/d95cfc0586764dd98bc6d4c80f3385f3.png', 'size': ''}]",499838,a9f14ced-579c-343a-8cc0-a7edd225b23e,20179559,2006-02-01,"['melodic death metal', 'death metal', 'metalcore']",https://www.last.fm/music/In+Flames/Come+Clarity,14.69,In Flames,Come Clarity
Obituary,Xecutioner's Return,,"['2007', 'old school death metal', 'death-doom metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/e5f5845a4e594235b6446a77fc5f4c4e.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/e5f5845a4e594235b6446a77fc5f4c4e.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/e5f5845a4e594235b6446a77fc5f4c4e.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/e5f5845a4e594235b6446a77fc5f4c4e.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/e5f5845a4e594235b6446a77fc5f4c4e.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/e5f5845a4e594235b6446a77fc5f4c4e.png', 'size': ''}]",49965,3d86a1f2-dbcb-48af-b48a-de5b774e1277,514543,2007-08-27,"['death metal', 'doom metal']",https://www.last.fm/music/Obituary/Xecutioner%27s+Return,10.88,Obituary,Xecutioner's Return
Nevermore,The Politics of Ecstasy,,['albums i own'],"[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/68fec80d235b411eb0d10d26058b769a.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/68fec80d235b411eb0d10d26058b769a.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/68fec80d235b411eb0d10d26058b769a.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/68fec80d235b411eb0d10d26058b769a.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/68fec80d235b411eb0d10d26058b769a.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/68fec80d235b411eb0d10d26058b769a.png', 'size': ''}]",49654,e0752f42-43bf-3d9e-ad5c-3c7b867a72ab,680099,1996-10-28,"['progressive metal', 'heavy metal', 'thrash metal', 'progressive thrash metal']",https://www.last.fm/music/Nevermore/The+Politics+of+Ecstasy,9.17,Nevermore,The Politics of Ecstasy
King Diamond,Fatal Portrait,,"['albums i own', '80s']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/f7d54ad5825541aa9f49146aa4af127f.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/f7d54ad5825541aa9f49146aa4af127f.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/f7d54ad5825541aa9f49146aa4af127f.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/f7d54ad5825541aa9f49146aa4af127f.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/f7d54ad5825541aa9f49146aa4af127f.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/f7d54ad5825541aa9f49146aa4af127f.png', 'size': ''}]",49372,8e5cebd6-0611-42f9-a0d4-a3c9db914b8b,834863,1986,"['heavy metal', 'progressive metal', 'black metal']",https://www.last.fm/music/King+Diamond/Fatal+Portrait,10.29,King Diamond,Fatal Portrait
Nightwish,Dark Passion Play,,"['albums i own', 'metal', 'female fronted metal']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/a72c3be9956a44bbb71d198f9841df81.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/a72c3be9956a44bbb71d198f9841df81.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/a72c3be9956a44bbb71d198f9841df81.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/a72c3be9956a44bbb71d198f9841df81.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/a72c3be9956a44bbb71d198f9841df81.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/a72c3be9956a44bbb71d198f9841df81.png', 'size': ''}]",493636,b3f9e375-2225-478b-b66f-2b100bedd56e,16785602,2007-09-26,"['symphonic metal', 'power metal']",https://www.last.fm/music/Nightwish/Dark+Passion+Play,18.87,Nightwish,Dark Passion Play
Black Sabbath,Master of Reality,,"['hard rock', 'albums i own', '1971']","[{'#text': 'https://lastfm.freetls.fastly.net/i/u/34s/80208fa9e6c621e4b9dbec2ea463dda4.png', 'size': 'small'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/64s/80208fa9e6c621e4b9dbec2ea463dda4.png', 'size': 'medium'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/174s/80208fa9e6c621e4b9dbec2ea463dda4.png', 'size': 'large'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/80208fa9e6c621e4b9dbec2ea463dda4.png', 'size': 'extralarge'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/80208fa9e6c621e4b9dbec2ea463dda4.png', 'size': 'mega'}, {'#text': 'https://lastfm.freetls.fastly.net/i/u/300x300/80208fa9e6c621e4b9dbec2ea463dda4.png', 'size': ''}]",491729,8325eb91-017f-30fa-89d5-bcf461ef5ceb,6638916,1971-07-21,"['heavy metal', 'doom metal']",https://www.last.fm/music/Black+Sabbath/Master+of+Reality,22.26,Black Sabbath,Master of Reality
