artist,album,MA_score
Holy Knights,A Gate Through the Past,2.5500000000000003
Magic Kingdom,Symphony of War,2.5500000000000003
Midnight,No Mercy for Mayhem,2.5500000000000003
Moonblood,Rehearsal 3 - Frozen Tears of a Vampire,2.5500000000000003
Rivers of Nihil,Temporality Unbound,2.5500000000000003
Statue,Comes to Life,2.5500000000000003
Angel of Damnation,Heathen Witchcraft,2.55
Anthrax,Anthrology: No Hit Wonders (1985-1991),2.55
Aphonic Threnody,First Funeral,2.55
Arkhamin Kirjasto,Torches Ablaze,2.55
Azarath,Infernal Blasting,2.55
Bane of Winterstorm,The Last Sons of Perylin,2.55
Behold the Arctopus,Arctopocalypse Now... Warmageddon Later,2.55
Beseech,Souls Highway,2.55
Black Label Society,Hangover Music Vol. VI,2.55
Black Sabbath,Reunion,2.55
Burial Hordes,"War, Revenge and Total Annihilation",2.55
Caligula's Horse,Rise Radiant,2.55
Carcariass,Killing Process,2.55
Cathedral,Hopkins (The Witchfinder General),2.55
Cavalera Conspiracy,Blunt Force Trauma,2.55
Chastain,The 7th of Never,2.55
Cryptopsy,Ungentle Exhumation,2.55
Denouncement Pyre,Black Sun Unbound,2.55
Dew-Scented,Icarus,2.55
Dhwesha,Sthoopa,2.55
Dio,Magica,2.55
Dissection,The Past Is Alive (The Early Mischief),2.55
Dødsengel,Visionary,2.55
Evertale,Of Dragons and Elves,2.55
Freedom Call,Live Invasion,2.55
Gaerea,Limbo,2.55
Hæthen,Shaped by Aeolian Winds,2.55
Helheim,Heiðindómr ok mótgangr,2.55
Hellsaw,Trist,2.55
Hirax,"Hate, Fear and Power",2.55
Horna,Sotahuuto,2.55
In Battle,Welcome to the Battlefield,2.55
Infernal War,Redesekration: The Gospel of Hatred and Apotheosis of Genocide,2.55
Insanity,Death After Death,2.55
Intestinal Disgorge,Whore Splattered Walls,2.55
Isole,Bliss of Solitude,2.55
James LaBrie,Impermanent Resonance,2.55
Kathaarsys,Portrait of Wind and Sorrow,2.55
Krieg,Rise of the Imperial Hordes,2.55
Limbonic Art,Legacy of Evil,2.55
Luciferion,Demonication (The Manifest),2.55
Machinae Supremacy,Rise of a Digital Nation,2.55
Malokarpatan,Stridžie dni,2.55
Maudlin of the Well,My Fruit PsychoBells... A Seed Combustible,2.55
Metalucifer,Heavy Metal Bulldozer,2.55
Monolithe,Nebula Septem,2.55
Morta Skuld,Dying Remains,2.55
Mütiilation,Black Millenium (Grimly Reborn),2.55
Mystic Charm,Shadows of the Unknown,2.55
Naer Mataron,Skotos Aenaon,2.55
Nox Illunis,Metempsychosis,2.55
Nunslaughter,Radio Damnation,2.55
Omnium Gatherum,The Burning Cold,2.55
Plague Rider,Genetic Devolution,2.55
Saxon,Killing Ground,2.55
Sectu,Inundate,2.55
Soul Dissolution,Cold Rays and Grey Waves,2.55
Stench of Decay,Where Death and Decay Reign,2.55
Suffocation,Reincremated,2.55
Sulphurous,Dolorous Death Knell,2.55
Sweet Cheater,Immortal Instant,2.55
The Black Dahlia Murder,What a Horrible Night to Have a Curse,2.55
Tomb Mold,Primordial Malignity,2.55
Tormentor,The 7th Day of the Doom,2.55
Ulver,The Assassination of Julius Caesar,2.55
Vindensång,Terminus: Rebirth in Eight Parts...,2.55
Wan,Enjoy the Filth,2.55
Witchaven,Terrorstorm,2.55
Acid,Maniac,2.54
Ad Hominem,Planet ZOG - The End,2.54
Aosoth,Ashes of Angels,2.54
Avichi,Catharsis Absolute,2.54
Cannabis Corpse,Blunted at Birth,2.54
Cantique Lépreux,Cendres célestes,2.54
Chastain,The Voice of the Cult,2.54
Church of Void,Church of Void,2.54
Crionics,Neuthrone,2.54
Dark Moor,Autumnal,2.54
Dawn of Azazel,Relentless,2.54
Di'Anno,Di'Anno,2.54
Distillator,Summoning the Malicious,2.54
Dodecahedron,Kwintessens,2.54
Elis,Griefshire,2.54
Exordium,Super Casu Heresis Quondam Combuste Fuerunt,2.54
Fen,The Dead Light,2.54
Graveyard,The Sea Grave,2.54
Hate Forest,Purity,2.54
Imperium Dekadenz,Procella Vadens,2.54
Kypck,Ниже,2.54
Merciless,The Treasures Within,2.54
Mötley Crüe,Saints of Los Angeles,2.54
Paragon,Revenge,2.54
Running Wild,Victim of States Power,2.54
Savage Master,With Whips and Chains,2.54
Senthil / Bosque,Under the Capricorn Sky / Premeditation,2.54
Sodom,One Night in Bangkok,2.54
Solitude Aeturnus,Hour of Despair,2.54
The Atlas Moth,An Ache for the Distance,2.54
The Gardnerz,It All Fades,2.54
Thy Darkened Shade,"Eternvs Mos, Nex Ritvs",2.54
U.D.O.,Animal House,2.54
Vulture Industries,The Tower,2.54
Vulvectomy,Putrescent Clitoral Fermentation,2.54
Warfist,Metal to the Bone,2.54
Watchtower,The Size of Matter,2.54
Xentrix,Kin,2.54
Yaotl Mictlan,Guerreros de la tierra de los muertos,2.54
Advent of Bedlam,Behold the Chaos,2.5300000000000002
Ancient Rites,Laguz,2.5300000000000002
Bane,The Acausal Fire,2.5300000000000002
Brujeria,Brujerizmo,2.5300000000000002
Cirith Gorgor,Cirith Gorgor,2.5300000000000002
Corrupted,Garten der Unbewusstheit,2.5300000000000002
Cyberya,Mindcontrol,2.5300000000000002
Damnation Angels,Bringer of Light,2.5300000000000002
Diabolic,Vengeance Ascending,2.5300000000000002
Disforia,Our Time Defined,2.5300000000000002
Emptiness,Not for Music,2.5300000000000002
Exordium Mors,Serva ad Mors,2.5300000000000002
Intimidating Mage,Plainsman,2.5300000000000002
Living Sacrifice,Nonexistent,2.5300000000000002
Meltdown,Executioner,2.5300000000000002
Memories of Old,The Zeramin Game,2.5300000000000002
Messiah,Choir of Horrors,2.5300000000000002
Morgion,Solinari,2.5300000000000002
Nocturnal Rites,The Sacred Talisman,2.5300000000000002
Protector,The Heritage,2.5300000000000002
Sadistik Exekution,K.A.O.S.,2.5300000000000002
Scarab,Serpents of the Nile,2.5300000000000002
Seventh Angel,The Torment,2.5300000000000002
Stormlord,At the Gates of Utopia,2.5300000000000002
Svarttjern,Towards the Ultimate,2.5300000000000002
The Crest,Letters from Fire,2.5300000000000002
The Deathtrip,Deep Drone Master,2.5300000000000002
Unaussprechlichen Kulten,Keziah Lilith Medea (Chapter X),2.5300000000000002
Watchmaker,Erased from the Memory of Man,2.5300000000000002
Winds,Of Entity and Mind,2.5300000000000002
Wormrot,Noise,2.5300000000000002
Zoetrope,Amnesty,2.5300000000000002
Abusiveness,Krzyk świtu,2.53
Altar of Oblivion,Sinews of Anguish,2.53
Arcana Coelestia,Nomas,2.53
Ars Veneficium,The Reign of the Infernal King,2.53
Crowbar,Equilibrium,2.53
Darkest Hour,Godless Prophets & the Migrant Flora,2.53
Diabolic,Infinity Through Purification,2.53
Helmet,Strap It On,2.53
Holy Grail,Improper Burial,2.53
Iron Angel,Hellbound,2.53
Kerasphorus,Cloven Hooves at the Holocaust Dawn,2.53
Lake of Blood,Heed the Primal Calling,2.53
Lullacry,Be My God,2.53
Mindrot,Dawning,2.53
Obolus,Lament,2.53
Oz,Turn the Cross Upside Down,2.53
Raven,Walk Through Fire,2.53
Serocs,Vore,2.53
Thyrfing,Urkraft,2.53
Ulthar,Providence,2.53
Victorius,Heart of the Phoenix,2.53
Victorius,Space Ninjas from Hell,2.53
Vreid,Pitch Black Brigade,2.53
Yngwie J. Malmsteen,The Seventh Sign,2.53
Yyrkoon,Unhealthy Opera,2.53
Aasgard,Morbid Celestial Desecration,2.52
Abomination,Abomination,2.52
Æther Realm,Odin Will Provide,2.52
Ambeon,Fate of a Dreamer,2.52
Amesoeurs,Valfunde / Amesoeurs,2.52
Asphyx,Live Death Doom,2.52
Begrime Exemious,Impending Funeral of Man,2.52
Benediction,Organised Chaos,2.52
Bloodbound,In the Name of Metal,2.52
Blut aus Nord,Hallucinogen,2.52
Cans,Beyond the Gates,2.52
Centinex,Subconscious Lobotomy,2.52
Dark Elite,Void Omnipotent,2.52
Darkest Hour,Hidden Hands of a Sadist Nation,2.52
Disarmonia Mundi,The Isolation Game,2.52
Down from the Wound,Agony Through Rituals of Self Purification,2.52
Draconian,Sovran,2.52
Edguy,Burning Down the Opera,2.52
Exciter,Unveiling the Wicked,2.52
Finntroll,Trollhammaren,2.52
Fusion Bomb,Concrete Jungle,2.52
Heavy Load,Metal Conquest,2.52
Horna,Musta kaipuu,2.52
Ildjarn,Strength and Anger,2.52
Instanzia,Ghosts,2.52
Iron Maiden,The Soundhouse Tapes,2.52
Iron Mask,Shadow of the Red Baron,2.52
Iron Void,Excalibur,2.52
Killgasm,A Stab in the Heart of Christ,2.52
Mekong Delta,The Principle of Doubt,2.52
Mercyless,Abject Offerings,2.52
Mob Rules,Radical Peace,2.52
Mutiny Within,Mutiny Within,2.52
Necrodeath,Phylogenesis,2.52
Northland,Downfall and Rebirth,2.52
Nunslaughter / Acid Witch,Spooky,2.52
"O, Majestic Winter",Defiling the Serpent's Temple,2.52
Oath of Cruelty,Summary Execution at Dawn,2.52
Puls,Strhaná tvář,2.52
Silent Voices,Infernal,2.52
Striborg,Embittered Darkness / Isle de Morts,2.52
Sunn O))),Oracle,2.52
Sunn O))) / Earth,Angel Coma,2.52
Tetragrammacide,Typhonian Wormholes: Indecipherable Anti-Structural Formulæ,2.52
The Albion Codex,Summon the Ancients,2.52
The Austrasian Goat,Ondo / The Austrasian Goat,2.52
The Vision Bleak,The Unknown,2.52
The Wake,Ode to My Misery,2.52
Triptykon,Requiem (Live at Roadburn 2019),2.52
Underoath,Define the Great Line,2.52
Urgehal,Goatcraft Torment,2.52
Vader,Sothis,2.52
World Under Blood,Tactical,2.52
Buzzov•en,Sore,2.5199999999999996
Epysode,Fantasmagoria,2.5199999999999996
Holy Moses,The New Machine of Liechtenstein,2.5199999999999996
Noctum,Final Sacrifice,2.5199999999999996
Ruins of Elysium,Seeds of Chaos and Serenity,2.5199999999999996
Aeon of Horus,The Embodiment of Darkness and Light,2.5100000000000002
Axel Rudi Pell,The Crest,2.5100000000000002
Axenstar,Far from Heaven,2.5100000000000002
Celestia,Apparitia - Sumptuous Spectre,2.5100000000000002
Deztroyer,Climate Change,2.5100000000000002
Geïst,Galeere,2.5100000000000002
Horna / Behexen,Horna / Behexen,2.5100000000000002
Ichor,Depths,2.5100000000000002
Lunarsea,Hydrodynamic Wave,2.5100000000000002
M.O.D.,Gross Misconduct,2.5100000000000002
Morgana Lefay,The Secret Doctrine,2.5100000000000002
Mortalicum,Tears from the Grave,2.5100000000000002
Sanity Obscure,Subterranean Constellation,2.5100000000000002
Shadows Ground,Mysteria Mystica Calvus Mons,2.5100000000000002
Thy Light,No Morrow Shall Dawn,2.5100000000000002
A Forest of Stars,Opportunistic Thieves of Spring,2.51
Ancient Moon,"Benedictus Diabolica, Gloria Patri",2.51
Black Funeral,Empire of Blood,2.51
Corporation 187,Perfection in Pain,2.51
Dark Tranquillity,Of Chaos and Eternal Night,2.51
DBC,Dead Brain Cells,2.51
Deceased,Ghostly White,2.51
Defeated Sanity,Disposal of the Dead / Dharmata,2.51
Desecravity,Anathema,2.51
Dew-Scented,Issue VI,2.51
DivineFire,Glory Thy Name,2.51
Egypt,Egypt,2.51
Fimbulwinter,Rehearsal Demo,2.51
Legion of Doom,Kingdom of Endless Darkness,2.51
Marduk,Deathmarch,2.51
Mefisto,The Megalomania Puzzle,2.51
MindMaze,Mask of Lies,2.51
Njiqahdda,Ints | Nji | Verfatu,2.51
Parsifal,Heavy Duty,2.51
Pestilence,The Penance,2.51
Progenie Terrestre Pura,U.M.A.,2.51
Revolution Renaissance,Trinity,2.51
Riverside,Rapid Eye Movement,2.51
The Berzerker,The Berzerker,2.51
Timor et Tremor,Upon Bleak Grey Fields,2.51
Universe,Universe,2.51
Volture,Shocking Its Prey,2.51
Xenomorph,Necrophilia mon amour,2.51
ZOM,Multiversal Holocaust,2.51
1349,Massive Cauldron of Chaos,2.5
Aborted,The Purity of Perversion,2.5
Acedia Mundi,Selfhatred​.​Addiction,2.5
Ascension,Consolamentum,2.5
Aurvandil,Thrones,2.5
Barren Cross,Atomic Arena,2.5
Battle Dagorath,I - Dark Dragons of the Cosmos,2.5
Beautiful Sin,The Unexpected,2.5
Bezerker,Lost,2.5
Blood Star,The Fear,2.5
Carcass,Flesh Ripping Sonic Torment,2.5
Chroming Rose,Louis XIV,2.5
Circle of Ouroborus,Unituli,2.5
Coffin Texts,"Gods of Creation, Death & Afterlife",2.5
Corrupted,Paso Inferior,2.5
Cradle of Filth,Lovecraft & Witch Hearts,2.5
Deliverance,Deliverance,2.5
Dishammer,Vintage Addiction,2.5
Drawn and Quartered,Hail Infernal Darkness,2.5
Elffor,Heriotz sustraiak,2.5
Evadne,The Shortest Way,2.5
Facebreaker,Bloodred Hell,2.5
Fallen Christ,Abduction Ritual,2.5
False,Untitled,2.5
Galar,Til alle heimsens endar,2.5
God Dethroned,Ravenous,2.5
Gravewürm,Blood of the Pentagram,2.5
Heruka,No Sun Dared Pass Our Windows,2.5
Hour of 13,333,2.5
Human Serpent,The Eternal Loyalty to Misanthropy,2.5
Impellitteri,Screaming Symphony,2.5
Iniquity,Five Across the Eyes,2.5
Jute Gyte,Vast Chains,2.5
Kekal,Beyond the Glimpse of Dreams,2.5
Kingdom,Morbid Priest of Supreme Blasphemy,2.5
Lady Beast,The Vulture's Amulet,2.5
Loudblast,Disincarnate,2.5
Mar de Grises,Streams Inwards,2.5
MindMaze,Resolve,2.5
Mordor,Odes,2.5
Nervosa,Victim of Yourself,2.5
Noctuary,When Fires Breed Blood,2.5
None,Damp Chill of Life,2.5
Petrychor,Effigies and Epitaphs,2.5
Rain Fell Within,Believe,2.5
Revenge,Infiltration.Downfall.Death,2.5
Sanctuary,Inception,2.5
Saturnalia Temple,Aion of Drakon,2.5
Shroud Eater,ThunderNoise,2.5
Skull Collector,Home of the Grave,2.5
Suture,Skeletal Vortex,2.5
The 11th Hour,Lacrima Mortis,2.5
The Agonist,Orphans,2.5
The Dogma,A Good Day to Die,2.5
The Gates of Slumber,Hymns of Blood and Thunder,2.5
Thrash or Die,Poser Holocaust,2.5
Thronehammer,Usurper of the Oaken Throne,2.5
Thunderstone,Thunderstone,2.5
Torchbearer,Warnaments,2.5
Tsjuder,Demonic Possession,2.5
Velvet Cacoon,Music for Falling Buildings,2.5
Venom,Eine kleine Nachtmusik,2.5
Vintersorg,Cosmic Genesis,2.5
Vomit Trough,It's Grind!,2.5
Vvilderness,Devour the Sun,2.5
Wastelander,Wardrive,2.5
Witchfinder General,Live '83,2.5
まふまふ,ぼく、まふねこ。,2.5
Anathema,A Fine Day to Exit,2.49
Ancient Necropsy,Ancient Necropsy,2.49
At War,Infidel,2.49
Blood Storm,Pestilence from the Dragonstar,2.49
Bongzilla,Gateway,2.49
Conquering Dystopia,Conquering Dystopia,2.49
Drottnar,Welterwerk,2.49
Drowning the Light,The Serpents Reign,2.49
Emperor,Reverence,2.49
Empyrium,The Turn of the Tides,2.49
Era Vulgaris,What Stirs Within,2.49
Eternium,Repelling a Solar Giant,2.49
Firewind,Firewind,2.49
Flotsam and Jetsam,Flotsam and Jetsam,2.49
Gnaw Their Tongues,An Epiphanic Vomiting of Blood,2.49
Godkiller,The End of the World,2.49
Hail of Bullets,Warsaw Rising,2.49
Hellveto,Medieval Scream,2.49
In Mourning,Garden of Storms,2.49
Insania,Fantasy (A New Dimension),2.49
Krieg / Kult ov Azazel,Kult ov Azazel / Krieg,2.49
Malignament,Demo I,2.49
Mental Home,Black Art,2.49
Mordgrund,Gottlose Dunkelheit,2.49
Neige et Noirceur,"L'abîme des jours, l'écume des nuits",2.49
Nightbringer,Death and the Black Work,2.49
Peccatum,Lost in Reverie,2.49
Peccatum,"Oh, My Regrets",2.49
Poisoned by Life,The End,2.49
Possession,1585-1646,2.49
Secret Sphere,Archetype,2.49
Stygma IV,Solum Mente Infirmis...,2.49
TNT,Intuition,2.49
Vomitory,"Terrorize, Brutalize, Sodomize",2.49
Witchburner,Witchburner,2.49
Communic,Payment of Existence,2.4899999999999998
Imprecation,Damnatio ad Bestias,2.4899999999999998
Loudness,Hurricane Eyes,2.4899999999999998
Midnight Priest,Midnight Priest,2.4899999999999998
Scent of Flesh,Deform in Torture,2.4899999999999998
Soliloquium,Contemplations,2.4899999999999998
Speedclaw,Beast in the Mist,2.4899999999999998
Syrinx,Embrace the Dark - Seek the Light,2.4899999999999998
Withering,Gospel of Madness,2.4899999999999998
Baptism,As the Darkness Enters,2.4800000000000004
Fogalord,A Legend to Believe In,2.4800000000000004
Redrum,Power Corrupts,2.4800000000000004
Wolvhammer,The Obsidian Plains,2.4800000000000004
Abnormality,2007 Demo,2.48
Alatyr,Alatyr,2.48
Alice in Chains,Hollow,2.48
Alice in Chains,Your Decision,2.48
Anthem,Anthem,2.48
Apocrypha,The Forgotten Scroll,2.48
Ara,Devourer of Worlds,2.48
Artep,Fires of Mortal Deception,2.48
Ashes You Leave,The Inheritance of Sin and Shame,2.48
Astel Oscora,Eridan,2.48
Ataraxy,Curse of the Requiem Mass,2.48
Bell Witch,Four Phantoms,2.48
Crescent Shield,The Last of My Kind,2.48
Cryonic Temple,Immortal,2.48
Darkenhöld,Echoes from the Stone Keeper,2.48
DBC,Universe,2.48
Deceased,The 13 Frightened Souls,2.48
Délétère,Theovorator: Babelis Testamentum,2.48
Deranged,High on Blood,2.48
Excoriate,On Pestilent Winds...,2.48
Exhumed,Death Revenge,2.48
Furbowl,Those Shredded Dreams,2.48
Gestapo 666,Nostalgiah,2.48
Goatwhore,The Eclipse of Ages into Black,2.48
Graven Rite,The Summoner's Pit Demo,2.48
Hecate Enthroned,"The Slaughter of Innocence, a Requiem for the Mighty",2.48
Hexenbrett,Zweite Beschwörung: Ein Kind zu töten,2.48
I.N.C.,Razorback,2.48
Khanate,Clean Hands Go Foul,2.48
Khazaddum,In Dwarven Halls,2.48
Krieg,Transient,2.48
Kryptos,The Ark of Gemini,2.48
Mistress,Brains and Bruises,2.48
Monolord,Empress Rising,2.48
Mordicus,Dances from Left,2.48
Mo'ynoq,Dreaming in a Dead Language,2.48
MyGrain,Orbit Dance,2.48
Oakenshield,Gylfaginning,2.48
Ozzy Osbourne,Speak of the Devil,2.48
Paysage d'Hiver,Kristall & Isa,2.48
Pokolgép,Totális metál,2.48
Rush,All the World's a Stage,2.48
Secret Sphere,Mistress of the Shadowlight,2.48
Skálmöld,Með vættum,2.48
Skyforger,Pērkoņkalve,2.48
Sodom,5 Original Albums in 1 Box,2.48
Urgehal,Arma Christi,2.48
VUVR,Pilgrimage,2.48
Wormhole,The Weakest Among Us,2.48
War Ripper,Hellstorm,2.4799999999999995
Angeldeath,Hordes of Sickness/Legions of Hate,2.47
Barús,Barús,2.47
Blood Ceremony,Blood Ceremony,2.47
Disfiguring the Goddess,Sleeper,2.47
Doomwatch,A Symphony of Decadence,2.47
Hammers of Misfortune,17th Street,2.47
Icarus Witch,Roses on White Lace,2.47
Ildjarn,1992-1995,2.47
Jag Panzer,Jag Panzer,2.47
Maniac Butcher,Masakr,2.47
Meshuggah,Meshuggah,2.47
Operation Winter Mist,Winter Warfare II,2.47
Terror Messiah,Reborn,2.47
Winterfylleth,Rising of the Winter Full Moon,2.47
Yamatu,Shurpu Asaru,2.47
Zakaz,Myrkur og dauði,2.47
Absu,In the Eyes of Ioldánach,2.4699999999999998
After Death,Retronomicon,2.4699999999999998
Black Sabbath,Symptom of the Universe,2.4699999999999998
Branikald,Рдяндалир,2.4699999999999998
Burzum,Dunkelheit,2.4699999999999998
Codeon,Source,2.4699999999999998
Dismal Euphony,Autumn Leaves - The Rebellion of Tides,2.4699999999999998
Dødsferd,Death Set the Beginning of My Journey,2.4699999999999998
Ghost Ship Octavius,Ghost Ship Octavius,2.4699999999999998
Grimoire,L'aorasie des spectres rêveurs,2.4699999999999998
Hamka,Unearth,2.4699999999999998
Jex Thoth,Jex Thoth,2.4699999999999998
Kartikeya,Mahayuga,2.4699999999999998
King,Forged by Satan's Doctrine,2.4699999999999998
Lychgate,The Contagion in Nine Steps,2.4699999999999998
Nadja,Corrasion,2.4699999999999998
Narnia,Awakening,2.4699999999999998
Neaera,Let the Tempest Come,2.4699999999999998
Paragon,Forgotten Prophecies,2.4699999999999998
Preludium,Redemption,2.4699999999999998
Sepultura,Blood-Rooted,2.4699999999999998
Skyforest,Unity,2.4699999999999998
Throneum,Mutiny of Death,2.4699999999999998
Yngwie Malmsteen,Concerto Suite for Electric Guitar and Orchestra in E flat minor Op.1,2.4699999999999998
Anaal Nathrakh,Total Fucking Necro,2.46
Axevyper,Into the Serpent's Den,2.46
Blessed Death,Destined for Extinction,2.46
Cauchemar,Tenebrario,2.46
Cénotaphe,Monte Verità,2.46
Entombed,Unreal Estate,2.46
Execration,Morbid Dimensions,2.46
Fragarak,Crypts of Dissimulation,2.46
Godkiller,Deliverance,2.46
Grand Magus,Monument,2.46
Headhunter D.C.,God's Spreading Cancer,2.46
Illusions Dead,Celestial Decadence,2.46
Jungle Rot,Terror Regime,2.46
Khold,Mørke gravers kammer,2.46
Krokus,One Vice at a Time,2.46
Mechina,Conqueror,2.46
Moloken,Rural,2.46
Morgana Lefay,Sanctified,2.46
Mortal Decay,The Blueprint for Blood Spatter,2.46
Mortualia,Blood of the Hermit,2.46
Necrophagia,Black Blood Vomitorium,2.46
Ováte,Ováte,2.46
Project Silence,424,2.46
Prong,Scorpio Rising,2.46
Rotting Christ,Αποκαθήλωσις,2.46
Shadows Ground,The Roots,2.46
SkeleToon,They Never Say Die,2.46
Spectral,Neural Correlates of Hate,2.46
Stellar Seed,The Godz of Man,2.46
Svart Crown,Profane,2.46
Tankard,One Foot in the Grave,2.46
Torchure,Beyond the Veil,2.46
Usurper,Cryptobeast,2.46
Vader,Reign Forever World,2.46
Vaer,For So Many Reasons,2.46
Axis Powers,Pure Slaughter,2.45
Battlecross,Pursuit of Honor,2.45
Bölverkr,Demo '07,2.45
Coldworker,The Doomsayer's Call,2.45
Crematory,Infinity,2.45
Deadman's Blood,Prod­uct of a Deranged Mind,2.45
Deathspell Omega,Diabolus Absconditus,2.45
Dornenreich,In Luft geritzt,2.45
Edenbridge,Solitaire,2.45
Enshadowed,Magic Chaos Psychedelia,2.45
Faith or Fear,Punishment Area,2.45
Flesh Consumed,Ecliptic Dimensions of Suffering,2.45
Graveland,Blood of Heroes,2.45
Hell Militia,Canonisation of the Foul Spirit,2.45
Hell United,HornoKracy,2.45
Horna,Haudankylmyyden mailla,2.45
In Silentio Noctis,Through Fragments of Christianity,2.45
In the Woods...,Strange in Stereo,2.45
Inferi,Shores of Sorrow,2.45
Inferno,Black Devotion,2.45
Manowar,Gods of War Live,2.45
Marthe,Sisters of Darkness,2.45
Meshuggah,The True Human Design,2.45
Morbus Deus,Flesh and Vengence,2.45
Morton,Come Read the Words Forbidden,2.45
Necronomicon,Escalation,2.45
Negură Bunget,Măiestrit,2.45
Night Demon,Curse of the Damned,2.45
Nightfall,Macabre Sunsets,2.45
Noble Beast,Noble Beast,2.45
Nominon,Recremation,2.45
Pantheon of Blood,Consociatio Solis et Lunae,2.45
Revolting,Dreadful Pleasures,2.45
Ritual Carnage,Every Nerve Alive,2.45
Ruins,Front the Final Foes,2.45
Scelerata,The Sniper,2.45
Shadows Fall,Fire from the Sky,2.45
Stench,Venture,2.45
Sulphur,Thorns in Existence,2.45
Symphonity,Voice from the Silence,2.45
Thanatomania,Resignation,2.45
Trist,Stíny,2.45
Tsjuder,Legion Helvete,2.45
Varg,Guten Tag,2.45
Vitsaus,Sielunmessu,2.45
Vlad Tepes,Celtic Poetry,2.45
Way to End,Desecrated Internal Journey,2.45
Witherfall,Nocturnes and Requiems,2.45
Wrath of the Weak,Wrath of the Weak,2.45
Altar of Oblivion,The Seven Spirits,2.4499999999999997
Aorlhac,L'Esprit des vents,2.4499999999999997
Bergthron,Uralte Gedanken,2.4499999999999997
Blacklodge,MachinatioN,2.4499999999999997
Corrupted,Se hace por los sueños asesinos,2.4499999999999997
Demoncy,Enthroned Is the Night,2.4499999999999997
Frost,Cursed Again,2.4499999999999997
If I Could Kill Myself,Ballad of the Broken,2.4499999999999997
Mekong Delta,Visions Fugitives,2.4499999999999997
Occidens,Glorification of the Antichrist,2.4499999999999997
Savage Messiah,Plague of Conscience,2.4499999999999997
Torch,Fire Raiser !!,2.4499999999999997
Valley's Eve,Deception of Pain,2.4499999999999997
Carnifex,Slow Death,2.4400000000000004
Centinex,Hellbrigade,2.4400000000000004
Dead Hills,Purgatory / Winds of Time,2.4400000000000004
Gontyna Kry,Arystokracja ducha,2.4400000000000004
Myrkskog,Deathmachine,2.4400000000000004
Written in Torment,The Uncreation,2.4400000000000004
!T.O.O.H.!,Z vyšší vůle,2.44
Abnormality,The Collective Calm in Mortal Oblivion,2.44
Acid Reign,The Age of Entitlement,2.44
Archeon,End of the Weakness,2.44
Archgoat,Angelcunt (Tales of Desecration),2.44
Asphyx,Embrace the Death,2.44
Battleaxe,Power from the Universe,2.44
Bloodcum,Death by a Clothes Hanger,2.44
Celestia,Frigidiis Apotheosia: Abstinencia Genesiis,2.44
Code,Nouveau Gloaming,2.44
Conception,The Last Sunset,2.44
Deiphago,Into the Eye of Satan,2.44
Dio,We Rock,2.44
Drakkar,Run with the Wolf,2.44
Dying Fetus,Stop at Nothing,2.44
Electric Wizard,Wizard Bloody Wizard,2.44
Embryonic Devourment,Reptilian Agenda,2.44
Excarnated,Homicidal Decimation,2.44
Freedom Call,Land of the Crimson Dawn,2.44
Humangled,Odd Ethics,2.44
Jaldaboath,The Rise of the Heraldic Beasts,2.44
Krigere Wolf,Sacrifice to Valaskjàlf,2.44
Krypts,Remnants of Expansion,2.44
Lazarus A.D.,Black Rivers Flow,2.44
LIK,Besvärtade strofer,2.44
Marshall Law,Marshall Law,2.44
Master's Hammer,Vracejte konve na místo,2.44
Mastodon,9 Song Demo,2.44
Paganizer,Murder Death Kill,2.44
Purest of Pain,Solipsis,2.44
Sonata Arctica,Successor,2.44
Sorrow,Hatred and Disgust,2.44
Sunless,Urraca,2.44
Sunrise,Absolute Clarity,2.44
Susperia,Cut from Stone,2.44
Swordmaster,Wraths of Time,2.44
Temple Below,The Dark Goddess,2.44
The Arrival of Satan,Vexing Verses,2.44
Tiamat,Prey,2.44
Vanden Plas,Chronicles of the Immortals: Netherworld (Path 1),2.44
Vex,Thanatopsis,2.44
W.A.S.P.,Dominator,2.44
Abyssic Hate,Cleansing of an Ancient Race,2.43
Ade,Spartacus,2.43
Aldaaron,Suprême silence,2.43
Aura Noir,Deep Tracts of Hell,2.43
Bloodhammer / Incriminated,Incriminated / Bloodhammer,2.43
Crifotoure Satanarda,Demo,2.43
Entartung,Peccata Mortalia,2.43
Flowing Tears,Razorbliss,2.43
Frozen Crown,Crowned in Frost,2.43
Hearse,In These Veins,2.43
Hellbringer,Awakened from the Abyss,2.43
Jungle Rot,War Zone,2.43
Lunar Aurora,Seelenfeuer,2.43
Lurk,Lurk,2.43
Memoriam,The Silent Vigil,2.43
Neter,Idols,2.43
Powerwolf,Blessed & Possessed,2.43
Shining,Livets ändhållplats,2.43
Signum Regis,Exodus,2.43
Skelethal,Deathmanicvs Revelation,2.43
Slayer,Soundtrack to the Apocalypse,2.43
Solitude Aeturnus,Downfall,2.43
Tank,Honour & Blood,2.43
Trick or Treat,Rabbits' Hill Pt. 1,2.43
Usurpress,Interregnum,2.43
Valhom,Desolation,2.43
Virus,Oblivion Clock,2.43
Yngwie J. Malmsteen,Eclipse,2.43
Acid Death,Random's Manifest,2.4299999999999997
Azaghal,Mustamaa,2.4299999999999997
Depravity,Evil Upheaval,2.4299999999999997
Diamond Head,Borrowed Time,2.4299999999999997
Faith No More,Sol Invictus,2.4299999999999997
Gargoyle,龍風,2.4299999999999997
